,18S-LM-6-1,18S-LM-6-16,18S-LM-6-19,18S-LM-6-8,18S-LM-7-14,18S-LM-7-22,18S-LM-7-28,18S-LM-7-8,18S-LM-8-12,18S-LM-8-18,18S-LM-8-26,18S-LM-8-4,18S-LM-9-1,18S-LM-9-16,18S-LM-9-9,18S-LR-6-1,18S-LR-6-16,18S-LR-6-19,18S-LR-6-8,18S-LR-7-14,18S-LR-7-22,18S-LR-7-28,18S-LR-7-8,18S-LR-8-12,18S-LR-8-18,18S-LR-8-26,18S-LR-8-4,18S-LR-9-1,18S-LR-9-16,18S-LR-9-9,18S-TTL-6-1,18S-TTL-6-16,18S-TTL-6-19,18S-TTL-6-8,18S-TTL-7-14,18S-TTL-7-22,18S-TTL-7-28,18S-TTL-7-8,18S-TTL-8-12,18S-TTL-8-18,18S-TTL-8-26,18S-TTL-8-4,18S-TTL-9-1,18S-TTL-9-16,18S-TTL-9-9,Domain,Supergroup,Division,Subdivision,Class,Order,Family,Genus,Species,Taxa
ASV_56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1829,4084,293,3954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,NA,NA,NA,NA,Stramenopiles
ASV_57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,1408,2460,0,461,871,136,4072,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,Carteria,Carteria_lunzensis,Chlorophyta
ASV_58,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,19,51,0,874,544,0,90,120,0,2580,2527,2600,0,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gonyaulacales,Ceratiaceae,Ceratium,Ceratium_hirundinella,Alveolata
ASV_59,11,304,20,0,17,0,0,0,0,0,0,0,0,0,0,8311,27,32,138,0,0,0,0,0,72,0,0,0,0,0,258,0,0,36,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Pucciniomycotina,Cystobasidiomycetes,Rhodotorula,Rhodotorula_phylloplana,Opisthokonta_Basidiomycota
ASV_60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,35,56,0,12,9077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Imbricatea,Filosa-Imbricatea_X,NA,NA,NA,Rhizaria
ASV_61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4718,105,482,3473,0,0,0,0,0,0,0,0,0,0,0,22,0,0,281,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Rhizophydiales,Rhizophydiaceae,Rhizophydium,NA,Opisthokonta_Chytridiomycota
ASV_62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485,1302,24,1533,19,0,0,0,18,349,3748,0,262,247,642,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,Eukaryota,Archaeplastida,Streptophyta,Streptophyta_X,Zygnemophyceae, Zygnemophyceae, ZygnemophyceaeX,NA,NA,Streptophyta
ASV_63,6155,409,0,0,0,0,0,0,0,0,0,0,0,0,0,1162,254,113,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Obazoa,Opisthokonta,Fungi,Rozellomycota,Rozellomycota_X,Rozellomycota_XX,Rozella,Rozella_allomycis,Opisthokonta_Rozellomycota
ASV_64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,102,248,415,3507,160,0,87,54,213,354,0,611,2235,94,28,0,0,195,0,0,0,0,0,0,0,9,0,9,0,Eukaryota,Cryptista,Cryptophyta,Cryptophyta_X,Cryptophyceae,Goniomonadales,Goniomonadales_X,Goniomonas,Goniomonas_truncata,Cryptophyta
ASV_65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7989,0,0,509,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Branchiopoda,NA,NA,Opisthokonta_Arthropoda
ASV_66,242,0,181,0,198,0,0,0,520,724,0,675,0,572,311,0,0,0,0,0,0,0,0,0,0,0,0,632,255,456,349,0,288,0,174,136,0,162,325,321,310,347,516,449,330,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,NA,NA,Opisthokonta_Arthropoda
ASV_67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3918,1179,1582,1185,0,0,0,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Trebouxiophyceae,Chlorellales,Chlorellales_X,Crucigenia,Crucigenia_pulchra,Chlorophyta
ASV_68,0,0,0,65,2692,326,380,113,0,0,0,110,67,0,0,4092,0,0,102,0,0,0,0,0,0,28,0,0,83,0,0,0,0,0,62,16,164,0,0,0,0,0,0,0,0,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Sphaeropleales,Sphaeropleales_X,Coelastrum,Coelastrum_astroideum,Chlorophyta
ASV_69,0,0,17,74,36,0,0,0,0,0,0,0,0,22,0,176,259,161,260,1346,0,248,3053,278,250,651,188,444,111,67,0,0,0,345,0,23,217,0,0,0,0,26,24,0,0,Eukaryota,TSAR,Stramenopiles,Bigyra,Opalozoa,Opalozoa_X,MAST-12,MAST-12C,MAST-12C_sp.,Stramenopiles
ASV_70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,79,305,2674,2183,195,659,497,344,169,774,0,98,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Cryptista,Cryptophyta,Cryptophyta_X,Cryptophyceae,NA,NA,NA,NA,Cryptophyta
ASV_71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,2489,1760,0,449,971,137,2036,138,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,Carteria,Carteria_lunzensis,Chlorophyta
ASV_72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1365,2665,82,831,167,66,158,0,236,2414,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,TSAR,Stramenopiles,Bigyra,Bicoecea,Bicoecales,Bicoecaceae,Bicosoeca,Bicosoeca_petiolata,Stramenopiles
ASV_73,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,102,0,78,0,146,2493,61,1451,201,613,340,499,94,1766,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Sphaeropleales,Sphaeropleales_X,Protodesmus,Protodesmus_globulifer,Chlorophyta
ASV_74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,28,888,3309,3488,179,48,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Obazoa,Opisthokonta,Choanoflagellata,Choanoflagellatea,NA,NA,NA,NA,Opisthokonta_Choanoflagellatea
ASV_75,0,0,0,0,542,0,40,0,0,0,78,68,0,0,0,0,47,0,0,4860,0,0,0,442,155,0,0,1264,40,0,0,0,0,127,0,0,117,0,0,44,30,26,41,0,26,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Ochromonadales,Ochromonadaceae,Poterioochromonas,Poterioochromonas_stipitata,Stramenopiles
ASV_76,59,0,23,54,0,0,0,0,0,0,0,0,0,0,0,1069,559,755,431,96,0,0,0,193,175,210,223,0,0,0,620,0,13,2961,59,0,0,95,59,0,0,14,57,21,0,Eukaryota,Cryptista,Cryptophyta,Cryptophyta_X,Cryptophyceae,Cryptomonadales,Cryptomonadales_X,Plagioselmis,Plagioselmis_nannoplanctica,Cryptophyta
ASV_77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1174,346,381,608,173,410,97,1689,145,2176,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Rhizophydiales,NA,NA,NA,Opisthokonta_Chytridiomycota
ASV_78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,70,0,99,0,0,179,179,7052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,NA,NA,NA,NA,Stramenopiles
ASV_79,0,0,0,0,0,33,0,10,0,0,0,0,0,0,0,0,0,0,0,0,572,670,0,4286,785,453,399,165,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,TSAR,Stramenopiles,Bigyra,Opalozoa,Opalozoa_X,MAST-12,MAST-12_X,MAST-12_X_sp.,Stramenopiles
ASV_80,0,0,0,0,0,0,26,0,0,0,0,13,0,0,0,0,30,0,51,762,202,301,4187,0,0,0,0,0,1068,378,22,0,0,336,0,0,71,0,0,0,0,8,0,0,0,Eukaryota,Obazoa,Opisthokonta,Choanoflagellata,Choanoflagellatea,NA,NA,NA,NA,Opisthokonta_Choanoflagellatea
ASV_81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,56,2800,1763,46,378,156,131,133,1905,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,Eukaryota,Cryptista,Cryptophyta,Cryptophyta_X,Cryptophyceae,Cryptomonadales,Cryptomonadales_X,Cryptomonas,Cryptomonas_ovata,Cryptophyta
ASV_82,0,0,0,0,0,0,0,0,252,85,1001,0,0,0,0,0,0,0,0,0,0,9,0,326,1209,955,1137,543,1819,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Rhizophydiales,NA,NA,NA,Opisthokonta_Chytridiomycota
ASV_83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,238,200,1292,0,0,0,0,746,392,1143,441,74,1520,714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Rhizophydiales,Rhizophydiales_X,Rhizophydiales_XX,Rhizophydiales_XX_sp.,Opisthokonta_Chytridiomycota
ASV_84,0,0,0,0,0,0,267,0,0,0,0,0,0,0,0,0,0,0,0,1716,2375,0,40,0,151,851,0,1185,0,70,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Cryptista,Cryptophyta,Cryptophyta_X,Cryptophyceae,Cryptophyceae_X,Basal_Cryptophyceae-1,Basal_Cryptophyceae-1_X,Basal_Cryptophyceae-1_X_sp.,Cryptophyta
ASV_85,0,0,0,0,28,70,32,0,171,135,41,70,0,0,0,0,0,0,0,56,3818,37,173,195,224,195,441,882,270,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Chytridiales,Chytridiaceae,Chytridium,Chytridium_polysiphoniae,Opisthokonta_Chytridiomycota
ASV_86,0,0,0,2583,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,412,190,77,157,0,0,82,0,0,0,321,629,391,0,2055,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Cryptista,Cryptophyta,Cryptophyta_X,Cryptophyceae,Cryptophyceae_X,Basal_Cryptophyceae-1,Basal_Cryptophyceae-1_X,Basal_Cryptophyceae-1_X_sp.,Cryptophyta
ASV_87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469,14,13,185,1391,604,66,94,622,1052,260,0,364,1559,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Imbricatea,Spongomonadida,Spongomonadidae,Spongomonas,Spongomonas_minima,Rhizaria
ASV_88,0,177,471,0,0,207,536,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,1020,0,0,0,0,0,394,0,0,0,0,0,1921,1719,140,0,0,0,0,0,0,0,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Ostracoda,Cypridopsis,Cypridopsis_japonica,Opisthokonta_Arthropoda
ASV_89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,185,1218,1296,257,111,3162,256,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,Eukaryota,Obazoa,Opisthokonta,Ichthyosporea,Ichthyophonida,Pseudoperkinsidae,Pseudoperkinsidae_X,Pseudoperkinsidae_XX,Pseudoperkinsidae_XX_sp.,Opisthokonta_Ichthyophonida
ASV_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,989,1491,0,417,747,0,2891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,Carteria,Carteria_lunzensis,Chlorophyta
ASV_91,107,61,45,245,95,0,0,0,0,0,0,13,0,0,0,651,236,531,461,2546,584,20,209,201,114,57,104,0,0,0,24,0,0,121,0,0,0,0,35,0,0,0,34,0,0,Eukaryota,Cryptista,Cryptophyta,Cryptophyta_X,Cryptophyceae,Cryptomonadales,Cryptomonadales_X,Plagioselmis,Plagioselmis_nannoplanctica,Cryptophyta
ASV_92,0,0,0,0,50,0,0,70,0,0,214,0,0,0,0,89,1087,3099,460,0,90,0,0,746,0,0,0,153,0,0,24,0,0,301,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,TSAR,Stramenopiles,Gyrista,Peronosporomycetes,Peronosporomycetes,Saprolegniales,Aphanomyces,Aphanomyces_invadans,Stramenopiles
ASV_93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,28,53,3882,943,150,857,175,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,Carteria,Carteria_sp.,Chlorophyta
ASV_94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4867,0,0,173,0,0,0,0,0,0,0,0,0,0,0,1150,0,0,47,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,TSAR,Stramenopiles,Gyrista,Peronosporomycetes,Peronosporomycetes,Peronosporales,Peronosporales_X,Peronosporales_X_sp.,Stramenopiles
ASV_95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413,0,286,1139,614,0,212,3386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,NA,NA,NA,NA,Stramenopiles
ASV_96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,211,0,5478,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,TSAR,Stramenopiles,Bigyra,Bicoecea,Pseudodendromonadales,Pseudodendromonadales_X,Pseudodendromonadales_XX,Pseudodendromonadales_XX_sp.,Stramenopiles
ASV_97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487,374,997,440,0,2918,231,0,0,0,0,552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,NA,NA,NA,NA,Stramenopiles
ASV_98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,42,0,186,1549,14,266,0,95,216,0,1493,1250,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Sphaeropleales,Sphaeropleales_X,Radiococcus,Radiococcus_polycoccus,Chlorophyta
ASV_99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,613,0,265,255,3497,344,97,120,327,87,0,0,0,0,0,0,0,0,72,0,0,31,32,0,0,25,0,0,0,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Trebouxiophyceae,Chlorellales,Chlorellales_X,Micractinium,Micractinium_reisseri,Chlorophyta
ASV_100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,668,2244,0,173,0,0,0,0,0,24,0,2608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Ochromonadales,Ochromonadaceae,Chlorochromonas,Chlorochromonas_sp.,Stramenopiles
ASV_101,0,0,0,0,0,0,0,0,209,559,0,441,0,449,239,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,368,521,419,444,664,595,437,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,NA,NA,Opisthokonta_Arthropoda
ASV_102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,440,56,0,71,56,94,357,0,3007,1462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Rhizophydiales,Rhizophydiales_X,Rhizophydiales_XX,Rhizophydiales_XX_sp.,Opisthokonta_Chytridiomycota
ASV_103,0,0,0,0,44,0,0,235,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,5148,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Obazoa,Opisthokonta,Metazoa,Gastrotricha,Gastrotricha_X,Gastrotricha_XX,Chaetonotus,Chaetonotus_sp.,Opisthokonta_Gastrotricha
ASV_104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2128,0,63,113,60,1108,77,308,0,1200,270,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,TSAR,Stramenopiles,Bigyra,Bicoecea,Bicoecales,Bicoecaceae,Bicoecaceae_X,Bicoecaceae_X_sp.,Stramenopiles
ASV_105,93,447,3569,826,91,0,0,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Trebouxiophyceae,Chlorellales,Chlorellales_X,Amphikrikos,Amphikrikos_sp.,Chlorophyta
ASV_106,21,105,205,254,124,0,0,195,0,0,0,0,0,0,0,0,0,0,46,473,0,0,913,0,102,0,0,0,0,0,0,0,0,0,13,0,2905,0,0,0,0,0,0,0,0,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Rhizophydiales,Rhizophydiales_X,Rhizophydiales_XX,Rhizophydiales_XX_sp.,Opisthokonta_Chytridiomycota
ASV_107,1,0,0,0,51,0,0,0,0,0,0,0,0,0,0,170,15,3,812,129,0,0,3997,0,0,0,0,0,0,0,88,31,0,51,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,TSAR,Stramenopiles,Gyrista,Peronosporomycetes,Peronosporomycetes,Peronosporales,Peronosporales_X,Peronosporales_X_sp.,Stramenopiles
ASV_108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507,260,51,115,210,0,0,4081,64,0,0,Eukaryota,Cryptista,Cryptophyta,Cryptophyta_X,Cryptophyceae,Cryptomonadales,Cryptomonadales_X,Cryptomonas,NA,Cryptophyta
ASV_109,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5165,31,0,0,0,47,0,24,0,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Paraphysomonadales,Paraphysomonadaceae,Paraphysomonas,Paraphysomonas_vulgaris,Stramenopiles
ASV_110,0,2659,1159,1207,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,Eukaryota,Obazoa,Opisthokonta,NA,NA,NA,NA,NA,NA,Opisthokonta_Unclassified
ASV_111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,375,321,365,3845,0,0,0,79,0,0,0,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Sphaeropleales,Sphaeropleales_X,Ankyra,Ankyra_judayi,Chlorophyta
ASV_112,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,4234,301,0,0,0,0,0,282,0,0,0,Eukaryota,Cryptista,Cryptophyta,Cryptophyta_X,Cryptophyceae,Cryptomonadales,Cryptomonadales_X,Cryptomonas,Cryptomonas_pyrenoidifera,Cryptophyta
ASV_113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1334,555,0,0,0,0,0,0,0,0,0,0,0,557,0,0,92,39,2460,0,0,0,0,0,0,8,0,0,0,0,Eukaryota,Obazoa,Opisthokonta,Metazoa,Gastrotricha,Gastrotricha_X,Gastrotricha_XX,Lepidodermella,Lepidodermella_squamata,Opisthokonta_Gastrotricha
ASV_114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682,0,30,20,224,297,637,683,2375,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Sphaeropleales,Sphaeropleales_X,NA,NA,Chlorophyta
ASV_115,0,0,0,0,130,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,909,1601,90,2240,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Sphaeropleales,Sphaeropleales_X,Pediastrum,Pediastrum_duplex,Chlorophyta
ASV_116,0,60,391,75,0,0,227,0,0,9,0,0,15,12,0,0,0,37,0,67,1351,222,257,14,319,156,0,0,0,0,14,110,0,243,0,35,936,0,48,0,11,399,0,0,0,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-SarcomoNAdea,Pansomonadida,Pansomonadida_X,Pansomonadida_XX,Pansomonadida_XX_sp.,Rhizaria
ASV_117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,4510,0,0,0,0,15,0,0,0,Eukaryota,TSAR,Rhizaria,Cercozoa,Novel-clade-10-12,Novel-clade-10,Novel-clade-10_X,Novel-clade-10_XX,Novel-clade-10_XX_sp.,Rhizaria
ASV_118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4484,0,33,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,159,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Oedogoniales,Oedogoniales_X,Oedogonium,Oedogonium_sp.,Chlorophyta
ASV_119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,283,61,919,0,87,239,0,71,394,523,272,1005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,TSAR,Stramenopiles,Bigyra,Bicoecea,Pseudodendromonadales,Pseudodendromonadales_X,Pseudodendromonadales_XX,Pseudodendromonadales_XX_sp.,Stramenopiles
ASV_120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,486,0,219,3607,0,0,96,0,0,174,0,0,Eukaryota,TSAR,Stramenopiles,Bigyra,Bicoecea,Bicoecales,Bicoecaceae,Bicoecaceae_X,Bicoecaceae_X_sp.,Stramenopiles
ASV_121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537,1326,35,0,31,2404,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Rhizophydiales,Rhizophydiales_X,Rhizophydiales_XX,Rhizophydiales_XX_sp.,Opisthokonta_Chytridiomycota
ASV_122,0,0,0,0,4470,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Chelicerata,Arachnida,Horreolanus,Horreolanus_orphanus,Opisthokonta_Arthropoda
ASV_123,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,139,42,56,94,37,150,63,397,220,1009,1182,0,57,784,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,TSAR,Stramenopiles,Gyrista,Eustigmatophyceae,Eustigmatophyceae_X,Eustigmatophyceae_XX,NA,NA,Stramenopiles
ASV_124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,0,21,817,0,0,0,0,41,0,3138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Rhizophydiales,Rhizophydiales_X,Rhizophydiales_XX,Rhizophydiales_XX_sp.,Opisthokonta_Chytridiomycota
ASV_125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1324,0,2921,0,54,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Oedogoniales,Oedogoniales_X,Oedogonium,Oedogonium_sp.,Chlorophyta
ASV_126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,724,0,0,107,0,0,0,0,327,0,0,31,0,3072,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Obazoa,Opisthokonta,Metazoa,Gastrotricha,Gastrotricha_X,Gastrotricha_XX,Chaetonotus,NA,Opisthokonta_Gastrotricha
ASV_127,0,89,51,117,0,0,79,0,91,22,73,0,12,0,0,0,25,104,0,30,0,138,769,144,792,176,955,0,0,181,0,42,0,106,0,0,0,37,0,100,0,189,0,0,0,Eukaryota,Cryptista,Cryptophyta,Cryptophyta_X,Cryptophyceae,Cryptophyceae_X,Basal_Cryptophyceae-1,Basal_Cryptophyceae-1_X,Basal_Cryptophyceae-1_X_sp.,Cryptophyta
ASV_128,0,0,0,0,335,3523,338,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,NA,NA,Chlorophyta
ASV_129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,52,61,0,707,1096,159,922,0,722,193,189,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Archaeplastida,Streptophyta,Streptophyta_X,Zygnemophyceae, Zygnemophyceae, ZygnemophyceaeX,Actinotaenium,Actinotaenium_cruciferum,Streptophyta
